id,firstName,lastName,house,street,city,state,zip,prod,tag
7806,Jeanette,Obrien,37,Gawti Boulevard,Ipuiluam,PA,19751,Tablet,WHITE
7807,Gordon,Miles,33,Tepcil Glen,Accuzjo,HI,28461,Laptop,YELLOW
7808,Blanche,Dean,29,Foel Circle,Tafmewje,AZ,06293,Laptop,RED
7809,Claudia,Steele,24,Nikosu Drive,Domzoge,LA,16663,Desktop,YELLOW
7810,Augusta,Conner,31,Esapu Way,Ehupuav,OH,75009,Desktop,GREEN
7811,Sophie,Tate,56,Piano Square,Gepubapav,UT,65350,Tablet,YELLOW
7812,Lillie,Reyes,22,Nula Turnpike,Efgazib,RI,66465,Tablet,YELLOW
7813,Amy,Sanchez,25,Bumved Terrace,Posdavna,CT,43997,Phone,BLUE
7814,Dale,Meyer,41,Vassig Park,Adwivo,DE,09130,Misc,WHITE
7815,Seth,Kelly,24,Pilco Drive,Ruusimu,NH,18762,Phone,GREEN
7816,Edith,Reid,38,Lodga Mill,Nicaspa,WI,01587,Desktop,RED
7817,Dollie,Guzman,20,Feto Mill,Ibveom,WA,43845,Desktop,WHITE
7818,Stephen,Silva,61,Sowom Street,Awotaom,MI,78382,Phone,YELLOW
7819,Larry,Lopez,50,Sijuf Park,Teniflu,HI,61232,Phone,RED
7820,Ivan,Carr,38,Sogalu Extension,Jansosre,MD,83742,Desktop,GREEN
7821,Jesse,Walton,63,Tidmip Trail,Kivepko,ME,75697,Laptop,BLUE
7822,Cole,Romero,28,Zosuv Circle,Lafpewul,VA,11879,Misc,RED
7823,Shane,Higgins,40,Tagbe Key,Apuluji,NV,75135,Misc,WHITE
7824,Mina,Hodges,38,Rezef Street,Puhjumme,ID,94913,Phone,WHITE
7825,Derrick,Holland,22,Azabor Way,Ziunago,FL,31976,Desktop,WHITE
7826,Johnny,Benson,40,Uwagen Street,Befnacuv,WI,73151,Desktop,YELLOW
7827,Clayton,Hogan,32,Zenik Path,Wefsijzu,HI,16104,Tablet,BLUE
7828,Isabelle,Stevens,21,Tomuz Place,Odjoin,OH,40207,Phone,YELLOW
7829,Lina,Paul,59,Apama Square,Colzojluk,KS,79021,Desktop,GREEN
7830,Ina,Martinez,58,Licsa Drive,Sotennu,CO,17606,Desktop,YELLOW
7831,Fred,Chapman,52,Arbeg Terrace,Biwafe,TX,04683,Tablet,GREEN
7832,Harvey,Waters,49,Nalfad Trail,Lesefa,DC,27670,Desktop,WHITE
7833,Brett,Smith,59,Rupel Parkway,Nosahip,IA,75344,Desktop,WHITE
7834,Adele,Mendoza,33,Romu Lane,Ipnirmu,ME,13093,Phone,RED
7835,Anthony,Goodman,51,Hekuj Pass,Pobosvug,AL,20854,Misc,WHITE
7836,Rosetta,Black,51,Jakowa Glen,Lakuzka,NE,81114,Laptop,GREEN
7837,Benjamin,Garza,63,Zoabu Circle,Jabhono,VA,92259,Laptop,BLUE
7838,Gabriel,Todd,59,Jepu Turnpike,Ekuvaze,CO,55558,Phone,BLUE
7839,Glenn,Adams,20,Uwab Street,Nokuffi,OR,12992,Laptop,YELLOW
7840,Ada,Estrada,41,Pojafe Trail,Jarkuzzi,NJ,97348,Tablet,BLUE
7841,Lucy,Hunt,58,Ofudiz Extension,Jajfuzew,DE,33465,Misc,WHITE
7842,Nathan,Ortega,57,Hocok Court,Idakudapo,KS,35493,Desktop,GREEN
7843,Matilda,Sherman,44,Inkez River,Livogtof,ID,98516,Laptop,GREEN
7844,Vera,Cruz,25,Roma Parkway,Ijcarge,LA,57649,Desktop,WHITE
7845,Florence,Griffith,38,Sase Plaza,Zidwotri,MO,10650,Desktop,RED
7846,Andrew,Gregory,29,Wamawi Glen,Bofecive,IL,79789,Desktop,BLUE
7847,Minnie,Singleton,21,Neha Center,Tonejimug,GA,50647,Misc,BLUE
7848,Mary,Barber,65,Egiadu Circle,Repizbos,VT,10141,Tablet,WHITE
7849,Matilda,Haynes,56,Ojiti Heights,Wowuckop,IL,11093,Tablet,RED
7850,Louise,Weber,18,Nafow Road,Cubnohzev,NY,41968,Desktop,YELLOW
7851,Francis,Gutierrez,40,Lifib Glen,Marofuni,IA,38110,Desktop,YELLOW
7852,Bernice,Shelton,23,Movabu Way,Tosajo,NM,64811,Laptop,RED
7853,Annie,Douglas,39,Nozum Trail,Simgacel,NV,28809,Desktop,BLUE
7854,Sara,Shaw,63,Bisjew Pike,Kegluwzud,ID,67634,Desktop,WHITE
7855,Raymond,Walton,45,Baskac Trail,Otiwupmoj,NJ,49895,Tablet,WHITE
7856,Shane,Poole,54,Taez River,Ozefuwu,CT,49478,Laptop,GREEN
7857,Flora,Berry,23,Sazis Park,Ifosudek,TX,40806,Tablet,GREEN
7858,Ollie,Morgan,44,Reviw Extension,Kefice,RI,55961,Desktop,GREEN
7859,Clyde,Collier,27,Dehnin Place,Obfuse,TN,91143,Misc,RED
7860,Georgia,Ryan,61,Fizli Highway,Ecobukkov,OK,32181,Phone,YELLOW
7861,Jack,Reeves,38,Kufpi Manor,Piwita,RI,17481,Laptop,BLUE
7862,Luke,Bishop,55,Rucel Extension,Vewihu,OR,61952,Phone,WHITE
7863,Linnie,Campbell,44,Vublo Avenue,Amaevufu,AL,23914,Misc,WHITE
7864,Betty,Garrett,26,Subet Court,Nafufpim,NH,44167,Phone,RED
7865,Polly,Cortez,59,Fimmi View,Halpicav,TX,49011,Desktop,RED
7866,Ophelia,Welch,27,Ziowo Park,Vunbadrut,NY,05651,Laptop,WHITE
7867,Leroy,Murray,25,Abkec Point,Tijihje,KY,98165,Laptop,BLUE
7868,Janie,Morton,35,Ovili Mill,Naneves,FL,07228,Misc,GREEN
7869,Evelyn,Carroll,59,Hetciv Place,Nowikra,RI,69056,Laptop,YELLOW
7870,Fred,Reid,65,Jabora Trail,Kobactaf,CO,55935,Phone,BLUE
7871,Brent,Mendez,43,Lakuc Road,Ciavutu,VT,47303,Phone,YELLOW
7872,Thomas,Nelson,54,Taggo Drive,Eguzovoh,MN,53177,Misc,GREEN
7873,Charlie,Shelton,62,Tama Circle,Sububel,NV,74603,Tablet,RED
7874,Isaiah,Miller,21,Ellap Boulevard,Varabci,AZ,86856,Misc,GREEN
7875,Hattie,Wells,38,Dilba Glen,Bajhihdar,AR,08178,Laptop,GREEN
7876,Lucy,Davidson,18,Agiobu Mill,Irlandi,WY,54484,Misc,GREEN
7877,Georgia,Green,37,Tuzih Place,Gewzudfo,KY,84025,Tablet,BLUE
7878,Isaac,Jacobs,22,Newuro Pike,Ensondap,NM,03337,Laptop,GREEN
7879,Gabriel,Frank,31,Paldiz Pass,Gezuhtod,SC,79726,Desktop,GREEN
7880,Lucile,Aguilar,21,Dedza Plaza,Zolsuebu,MO,76379,Tablet,BLUE
7881,Chase,Perez,43,Imowi Loop,Juhefu,GA,00851,Tablet,RED
7882,Randy,Bradley,46,Cakof Lane,Riwofa,AL,76956,Misc,GREEN
7883,Phoebe,McBride,29,Inabu View,Kodizowi,UT,99764,Laptop,RED
7884,Sallie,Owens,55,Tezho Pass,Vohrenal,AK,54691,Tablet,YELLOW
7885,Katharine,Bryan,36,Jisne Key,Vokpabdi,WY,55664,Laptop,RED
7886,Delia,Pope,36,Gohri Boulevard,Olorula,OK,32862,Desktop,WHITE
7887,Katherine,Gibbs,31,Mada Park,Ravehzi,MA,37215,Desktop,BLUE
7888,Elnora,Banks,47,Zega Point,Kaksifow,UT,39661,Misc,WHITE
7889,Mildred,Swanson,45,Turi Terrace,Dewodhav,CO,77682,Laptop,YELLOW
7890,Craig,Fox,49,Zeheg Grove,Westabfo,WY,18273,Laptop,RED
7891,Clifford,Gordon,64,Kipju Glen,Kujmiwko,OK,36200,Desktop,BLUE
7892,Helen,Munoz,39,Geza Pike,Mokwazaf,DE,83321,Tablet,GREEN
7893,Sara,Huff,55,Kahan Park,Etraaz,NJ,19400,Desktop,YELLOW
7894,Roy,Singleton,28,Ogera Heights,Riwuha,MT,36857,Phone,BLUE
7895,Nina,Huff,36,Uzife Glen,Opkifoh,OH,54688,Desktop,RED
7896,Sophie,Blair,43,Goce Key,Lasvavi,TX,76753,Tablet,GREEN
7897,Mitchell,Watson,54,Pafe Key,Ukofuifa,NE,35253,Phone,YELLOW
7898,Stella,Hoffman,30,Codi Pike,Rebfovuh,DC,13145,Misc,RED
7899,Mary,Carr,30,Doti Park,Zeplumse,MD,18354,Desktop,BLUE
7900,Melvin,Rivera,26,Voden Key,Nooroha,DC,06708,Laptop,RED
7901,Carl,Watts,25,Kepa Center,Suefmo,GA,11450,Phone,RED
7902,Nina,Barnes,30,Ogiri Plaza,Moguro,CO,51296,Misc,BLUE
7903,Clifford,Wright,50,Tadhu Ridge,Naninuj,NM,67920,Phone,YELLOW
7904,Chase,Saunders,22,Ibip River,Hojrifo,NV,98148,Misc,BLUE
7905,Jeremy,Wells,22,Nenfek Pike,Idezebfan,NJ,37370,Phone,YELLOW
7906,Bertie,Williamson,44,Kuwhu Loop,Tumohmi,IN,96079,Desktop,RED
7907,Virgie,Boyd,61,Epabo Park,Lagkulwip,FL,07308,Phone,BLUE
7908,Lora,Jordan,37,Otaib Highway,Gagenta,SD,33555,Laptop,WHITE
7909,Maud,Carr,60,Tukic Parkway,Juilwo,NH,29913,Tablet,RED
7910,Lulu,Schwartz,34,Tomjuw Path,Revwazzij,IA,53348,Laptop,BLUE
7911,Belle,Williams,54,Jeda Manor,Mojuha,OR,53645,Laptop,BLUE
7912,Etta,Ferguson,60,Badis Boulevard,Nifaopi,TN,76137,Misc,GREEN
7913,Ida,Adams,33,Wonwa Circle,Ubajinu,AK,19073,Misc,GREEN
7914,Mollie,Griffin,63,Sariv Glen,Kofovisi,HI,32198,Laptop,WHITE
7915,Seth,Hawkins,24,Amauj Center,Wubaili,TX,89692,Misc,RED
7916,Troy,Beck,32,Foha Glen,Segojbim,AL,98260,Desktop,BLUE
7917,Evelyn,Keller,39,Laag Path,Mectecov,WI,54132,Misc,YELLOW
7918,Adeline,Cox,25,Deram View,Sejuntuv,NH,13577,Desktop,RED
7919,Bettie,Manning,33,Fopu Grove,Egicaclaj,NY,32254,Laptop,BLUE
7920,Cory,Richardson,39,Pogfe Grove,Roihace,DE,71570,Misc,RED
7921,Henrietta,Moreno,26,Bojoli Manor,Motirega,AR,17762,Desktop,BLUE
7922,Henrietta,Gross,25,Irumu Trail,Nalotav,MA,02354,Phone,RED
7923,Lida,Barnett,34,Ejios Highway,Fehrepma,DC,23955,Phone,RED
7924,Mae,Gonzalez,25,Gofut Way,Vifwikpit,IN,32965,Tablet,GREEN
7925,Lida,Russell,62,Omizo Loop,Popvejbu,MA,20133,Laptop,RED
7926,Bernice,Curry,30,Ferav Parkway,Lubmorsig,AK,69978,Phone,YELLOW
7927,Sallie,Bell,27,Imah Heights,Urosaor,NV,95296,Desktop,RED
7928,Jordan,Mathis,19,Ekapat Turnpike,Ceazwuk,NY,06040,Laptop,WHITE
7929,Daisy,Medina,36,Toske Ridge,Emdefez,RI,33996,Desktop,GREEN
7930,Randy,Spencer,35,Rude Glen,Okjito,FL,66310,Phone,GREEN
7931,Derrick,Riley,55,Rebnow Turnpike,Tibibuor,NM,58327,Tablet,WHITE
7932,Minerva,Martinez,50,Vebrup Boulevard,Bumwafer,NJ,42132,Desktop,WHITE
7933,Janie,Cooper,60,Urisef Heights,Cezonig,AZ,71839,Tablet,WHITE
7934,Augusta,Bennett,40,Gurjo Lane,Vejiilo,IN,69767,Phone,YELLOW
7935,Jose,Lopez,50,Onode Trail,Sabifuvo,DC,02144,Phone,YELLOW
7936,Helen,Saunders,44,Fogre Pass,Hanpiri,NM,77988,Tablet,GREEN
7937,Gary,Roberson,65,Tevfe Turnpike,Ebajiam,IL,29099,Misc,BLUE
7938,Mary,Frank,50,Koaj Place,Zueluabi,PA,32562,Desktop,WHITE
7939,Olga,Harvey,25,Icara Trail,Caelhel,MA,10528,Desktop,BLUE
7940,Minerva,Waters,30,Jeruwu Center,Meujili,LA,25505,Laptop,GREEN
7941,Carlos,Rowe,38,Cazo Heights,Havawge,MD,09076,Laptop,RED
7942,Tyler,Lyons,49,Rihor Plaza,Anajegkes,MT,47773,Phone,GREEN
7943,Nicholas,Lamb,55,Lapa Point,Lemopi,UT,89887,Phone,BLUE
7944,Ruth,Swanson,60,Gine Court,Epigufbos,MS,50475,Desktop,BLUE
7945,Esther,Fitzgerald,64,Romvof Circle,Pohimgaz,KY,73802,Desktop,GREEN
7946,Olive,McDaniel,38,Imonu Manor,Bentedsaz,MT,98198,Desktop,YELLOW
7947,Lura,Rowe,45,Goftal Way,Fuwsivem,OK,19148,Laptop,BLUE
7948,Charlie,Luna,49,Ukapa Point,Ovtacraj,RI,33819,Desktop,YELLOW
7949,Isabella,Spencer,35,Wioc Glen,Fuzherfam,NH,41222,Misc,BLUE
7950,Estella,Sims,63,Cupwu Grove,Vusiwic,MN,71681,Misc,GREEN
7951,Cameron,Saunders,36,Halro Highway,Jekuge,SC,50865,Tablet,RED
7952,Olivia,Walker,19,Jamo Pike,Miporov,TN,27995,Desktop,WHITE
7953,Lois,Barton,30,Petik Court,Gazawuf,IN,50998,Desktop,RED
7954,Genevieve,Coleman,28,Ebkub Heights,Emiruosi,CT,18581,Laptop,RED
7955,Emma,Barnes,36,Gabipi Center,Dovsufdi,HI,38399,Tablet,RED
7956,Frank,Matthews,46,Gashuk Trail,Wosuwnu,IA,47353,Tablet,GREEN
7957,Amy,Munoz,29,Rozre Pass,Rovujtij,TX,21782,Misc,BLUE
7958,Carl,Welch,46,Lanan Square,Imcemef,MN,47985,Laptop,BLUE
7959,Lydia,Weaver,65,Revkas Court,Edtiji,VT,97796,Tablet,GREEN
7960,Jordan,Norton,57,Cozheg Court,Wegool,GA,31415,Desktop,GREEN
7961,Nathan,Carroll,59,Ediol Manor,Ugilairu,WY,29022,Misc,YELLOW
7962,Mollie,Lambert,57,Bekcoz Key,Renfabne,VA,04679,Tablet,YELLOW
7963,Viola,Sandoval,62,Sowcad Grove,Hienupe,MN,78753,Phone,BLUE
7964,Victor,Mills,35,Poug Place,Ligipaupo,VA,39310,Tablet,RED
7965,Edith,Schultz,31,Efoba Loop,Tomecvo,NE,81921,Desktop,GREEN
7966,Glenn,George,63,Zato Grove,Emmecbaw,IN,28053,Tablet,RED
7967,Jonathan,Stevenson,32,Sazazi Lane,Zuzusuz,NM,69517,Misc,WHITE
7968,Eugene,Jordan,30,Lalet Mill,Suujpa,NE,91273,Laptop,RED
7969,Bruce,Fisher,30,Riveru Manor,Vipeba,IA,04346,Tablet,BLUE
7970,Ora,Wong,49,Zooc Trail,Hudlecsow,OR,69664,Misc,WHITE
7971,Alma,Bishop,19,Jibpe Boulevard,Matomic,WI,17417,Laptop,WHITE
7972,Phoebe,Perkins,26,Ogasec Point,Zedanjum,DE,26396,Phone,WHITE
7973,Cameron,Ball,57,Holev Heights,Udhida,CT,54435,Desktop,GREEN
7974,Willie,Stephens,28,Muvu Point,Rijicon,CA,37757,Phone,RED
7975,Eugenia,Pierce,43,Kebni Pike,Sogunkat,VA,88830,Misc,GREEN
7976,Christian,Reeves,60,Galak Manor,Ukkakut,VA,38701,Tablet,YELLOW
7977,Earl,Martinez,27,Ezfo Glen,Zejedgum,TX,49082,Misc,BLUE
7978,Lee,Christensen,50,Dote Boulevard,Hihsuta,AZ,05425,Misc,GREEN
7979,Eunice,Newman,18,Luzoc Path,Esotisij,RI,46919,Misc,WHITE
7980,Duane,Pratt,32,Siat Road,Alwoaki,NY,30665,Phone,BLUE
7981,Dominic,Simmons,57,Ocar Place,Uzetwe,VT,88668,Desktop,YELLOW
7982,Clyde,Hamilton,51,Cobwi Center,Satewulu,KS,85729,Laptop,WHITE
7983,Warren,Pena,22,Fihhoc Circle,Jodvanbo,MI,52113,Misc,GREEN
7984,Derrick,Weber,19,Cehsak Trail,Lejwiuf,OK,48105,Tablet,BLUE
7985,Randall,Grant,19,Amewa Highway,Punmohos,NJ,11628,Misc,GREEN
7986,Lucy,Barnett,53,Botbaj Loop,Batnejoc,UT,40572,Desktop,WHITE
7987,Shane,Dean,21,Hocmi Court,Joijhid,KY,52232,Misc,BLUE
7988,Rosetta,Reese,21,Kesi Pike,Fevciwab,UT,94430,Desktop,YELLOW
7989,Ryan,Vasquez,20,Jaceb Street,Juclopo,MT,53605,Desktop,WHITE
7990,Marie,Brewer,29,Efazo Plaza,Nujefca,DC,22626,Laptop,BLUE
7991,Hunter,Welch,21,Eckep Grove,Vorgudu,SC,74408,Tablet,YELLOW
7992,Essie,Doyle,27,Uzuede Boulevard,Daozop,AR,26319,Misc,WHITE
7993,Benjamin,Owen,54,Azueza Way,Etosukah,NM,33680,Tablet,RED
7994,Matilda,Lamb,60,Wohzip Highway,Mapinwof,WV,94386,Misc,BLUE
7995,Andre,Hawkins,62,Coma Point,Uhgudmab,SC,10083,Desktop,RED
7996,Francis,Banks,53,Avsad Street,Rizduvi,OH,61815,Phone,GREEN
7997,Joshua,Soto,31,Tufza Pike,Abomumo,HI,32132,Phone,RED
7998,Luis,Nguyen,29,Riki River,Dacade,TX,68848,Tablet,WHITE
7999,Marguerite,Huff,41,Ufedap Glen,Bepdeca,CT,33684,Misc,YELLOW
8000,Gregory,Erickson,61,Rahev Drive,Ocwifec,NH,44890,Misc,BLUE
8001,Gavin,Taylor,34,Rifu Drive,Ciiceval,RI,71246,Phone,BLUE
8002,Bruce,Barrett,45,Zafuv View,Botamic,TN,47125,Misc,GREEN
8003,Etta,Schwartz,30,Biar Heights,Jebmertow,AZ,87336,Tablet,BLUE
8004,Warren,Rose,35,Supul Junction,Izopeoha,MT,82431,Laptop,RED
8005,Roxie,Howell,48,Bopa Center,Nimejiper,HI,52954,Misc,WHITE
8006,Edna,Reed,18,Ledam Drive,Harweov,MN,46651,Phone,WHITE
8007,Jared,Ward,21,Bodrec Key,Zawovuf,WV,02612,Laptop,YELLOW
8008,Francis,Massey,27,Nidosi Parkway,Temvusef,TN,73400,Desktop,YELLOW
8009,Adele,Parsons,46,Tajsow Ridge,Ficimud,TN,41523,Laptop,WHITE
8010,Mamie,Ferguson,54,Torte Grove,Wojvocbi,HI,97462,Misc,YELLOW
8011,Catherine,Walters,40,Itupa Loop,Subetar,MN,88057,Phone,GREEN
8012,Bertie,Edwards,41,Sijom Avenue,Bohwuhak,IL,49480,Laptop,RED
8013,Charlie,Hernandez,45,Efga Square,Fumbabebu,RI,08874,Phone,GREEN
8014,Norman,Romero,29,Uzsic Street,Fakzespiv,OR,61376,Tablet,RED
8015,Sophie,Goodman,40,Tirmi Road,Kunemfad,ND,61286,Misc,YELLOW
8016,Jerome,Powers,50,Ketija Park,Gapwapip,SC,27456,Desktop,RED
8017,Jim,James,41,Opare Circle,Idlevcek,AK,05654,Desktop,GREEN
8018,Eunice,Clarke,51,Itlun Highway,Giesaibu,TN,48678,Desktop,GREEN
8019,Luella,Weber,56,Vivto Road,Bedaseb,AR,67708,Laptop,GREEN
8020,Lucille,Scott,39,Beur Center,Getohsok,GA,29294,Tablet,RED
8021,Olivia,Ellis,50,Bozab Heights,Ajoariuhe,WY,53055,Misc,GREEN
8022,Josie,Hudson,58,Faaj Street,Faodgu,ID,61538,Misc,WHITE
8023,Lloyd,Castro,45,Hohof Way,Urubuom,KY,53427,Misc,YELLOW
8024,Stanley,Mills,38,Hahot Extension,Cehzule,AL,50528,Phone,BLUE
8025,Harry,Ortiz,49,Pudug Ridge,Nelweke,MA,30184,Desktop,YELLOW
8026,Clyde,Palmer,63,Oratu Street,Dadewe,MI,81008,Phone,GREEN
8027,Viola,Gutierrez,29,Dasam Circle,Vepora,VA,27848,Desktop,RED
8028,Jane,Austin,23,Lissen Way,Bizinju,DC,09005,Desktop,WHITE
8029,Henry,Jefferson,33,Pozdi View,Kibhijaku,ID,17189,Desktop,BLUE
8030,Augusta,Joseph,26,Wado Manor,Fojzeluf,AK,28234,Laptop,BLUE
8031,Logan,Dean,35,Ohuho Mill,Awarawe,IN,86007,Laptop,GREEN
8032,Flora,Robertson,36,Jikon Key,Fimofuv,NC,18049,Tablet,WHITE
8033,Lelia,Fleming,47,Cevil Highway,Hervibmu,KS,35126,Tablet,BLUE
8034,Wayne,Medina,39,Akubog Pike,Susanep,ND,01169,Tablet,GREEN
8035,Clyde,Padilla,41,Helam View,Lotkepa,OK,44729,Laptop,YELLOW
8036,Micheal,Hines,27,Uzaere Street,Babihen,MO,18020,Tablet,YELLOW
8037,Margaret,Hogan,45,Febuc River,Iciwubza,ID,10156,Misc,BLUE
8038,Claudia,Wilson,65,Igulu Highway,Vudauko,KY,12506,Phone,RED
8039,Francis,Weber,63,Seal Pike,Behavolub,MI,64964,Desktop,WHITE
8040,Douglas,Cobb,48,Vahuve Heights,Fagihe,AL,10247,Misc,GREEN
8041,Helen,Marshall,46,Vewut Pass,Zicjogkab,WV,68250,Laptop,YELLOW
8042,Verna,Francis,52,Zutak Mill,Tasafif,MI,42396,Desktop,WHITE
8043,Arthur,Castro,53,Kaba Avenue,Asmoevi,CO,15230,Tablet,GREEN
8044,Mae,Simmons,60,Desoc Circle,Gasdenhe,NM,26127,Tablet,YELLOW
8045,Aaron,Bridges,55,Azle Terrace,Lipkuwama,CO,73247,Desktop,WHITE
8046,Raymond,Gregory,39,Tugve Key,Wikfuuvi,NY,42500,Tablet,GREEN
8047,Kathryn,Gibson,48,Ajfif River,Albajih,IN,62515,Laptop,RED
8048,Herman,Becker,32,Pugu Ridge,Duunfuv,OK,41308,Tablet,WHITE
8049,Sue,Byrd,53,Hutkog Street,Bacamma,MS,13827,Misc,BLUE
8050,Juan,Lambert,34,Gagej Boulevard,Panhenpul,DC,39684,Laptop,BLUE
8051,Ada,Harris,52,Evhor Plaza,Kesrekot,ID,73288,Phone,YELLOW
8052,Gordon,Jacobs,65,Fafle Extension,Uzagozu,NE,24239,Misc,BLUE
8053,Bernice,Robbins,56,Zicrih Loop,Sakavit,NE,18016,Tablet,BLUE
8054,Francis,Holloway,30,Fohse Terrace,Tiekjod,WA,28250,Misc,YELLOW
8055,Lily,Nelson,52,Genjap Turnpike,Jisonah,AR,42969,Tablet,RED
8056,Jimmy,Guerrero,44,Ufsu Manor,Kocnove,DE,99502,Misc,BLUE
8057,Ray,Carr,52,Zafoc Terrace,Zurjarwe,AZ,54735,Phone,YELLOW
8058,Kathryn,Foster,57,Zomi River,Naokdif,PA,19867,Phone,WHITE
8059,Keith,Hopkins,63,Mueco Parkway,Anurokef,TN,58642,Desktop,WHITE
8060,Leroy,Black,23,Pecu Way,Luhiser,WY,84216,Misc,WHITE
8061,Roxie,Henderson,56,Bilhoj Center,Buvizsul,MN,67217,Misc,WHITE
8062,Bradley,Harmon,34,Leko Key,Donwimde,MT,87017,Laptop,YELLOW
8063,Ryan,Reid,50,Jeje Place,Lojnofam,KY,23017,Desktop,WHITE
8064,Gregory,Stevens,52,Done Parkway,Doknugte,AZ,01326,Desktop,WHITE
8065,Marvin,Rodriguez,21,Amipan Trail,Hihkotmi,WY,77141,Phone,YELLOW
8066,Dustin,Armstrong,61,Tijuz Plaza,Vigebde,AL,54334,Misc,WHITE
8067,Gilbert,Blake,25,Juwu Manor,Mudwisu,AL,31627,Laptop,BLUE
8068,Alberta,Pearson,55,Vuva Trail,Bozbuhos,ND,68181,Tablet,YELLOW
8069,Alma,Wilkerson,56,Jefhu Drive,Aladinhu,MD,71296,Laptop,RED
8070,Randy,Leonard,64,Ukazeh Mill,Tomiman,SC,73355,Phone,WHITE
8071,Timothy,Phelps,40,Heshe Point,Ravtata,PA,55064,Tablet,YELLOW
8072,Douglas,Waters,40,Gupim Park,Risdelhoc,MD,79896,Desktop,BLUE
8073,Chase,Caldwell,37,Ruupi Pass,Mijahevo,MD,11548,Misc,WHITE
8074,Devin,Chandler,59,Tifro View,Wegwojnop,TX,06801,Laptop,RED
8075,Lucile,Henry,42,Ahehi Court,Zuvippak,NM,60886,Desktop,RED
8076,Belle,Wells,36,Lolami Circle,Movmiaf,NY,24471,Tablet,WHITE
8077,Lura,Estrada,63,Pusad Place,Hapode,LA,13217,Tablet,BLUE
8078,Sam,Mann,22,Wogwor Pass,Rigwoeja,MA,18167,Desktop,GREEN
8079,Birdie,Fitzgerald,27,Dohos Extension,Bihucite,CO,72272,Phone,GREEN
8080,Edwin,Parks,38,Zagle Pass,Efubeoru,HI,30332,Phone,GREEN
8081,Wesley,Harmon,55,Tebik Circle,Pakohin,CA,88375,Laptop,GREEN
8082,Francis,Rogers,62,Otiwif Pass,Mornosi,NY,16103,Desktop,BLUE
8083,Charlie,Young,32,Zagko Avenue,Ubewzef,WV,03481,Misc,WHITE
8084,Jeff,Haynes,49,Iggis Court,Hurumlo,IN,00875,Tablet,YELLOW
8085,Francis,Banks,19,Vuzas Park,Fotvigu,MI,24519,Misc,YELLOW
8086,Elva,Lyons,22,Olted Pass,Bemozgab,MT,27677,Laptop,WHITE
8087,Lucille,Hill,52,Afap Square,Jawelbeh,KY,04993,Laptop,GREEN
8088,Elijah,Ortega,62,Hopfa Turnpike,Dejcazuz,IN,32099,Laptop,BLUE
8089,Rose,Baldwin,50,Wucusa Ridge,Kijjume,SD,73417,Phone,GREEN
8090,Arthur,King,38,Leom Manor,Edukused,TX,42185,Phone,BLUE
8091,Lois,Armstrong,63,Feju Trail,Zegidtic,NV,68608,Laptop,WHITE
8092,Lettie,Reese,21,Kipke Square,Tabihki,OK,27148,Phone,WHITE
8093,Lucy,Wagner,48,Tercem Center,Ikufiag,DE,01621,Misc,GREEN
8094,Oscar,Chavez,24,Telo Key,Ofkusum,CT,19170,Tablet,WHITE
8095,Chase,McLaughlin,54,Vesig River,Vapfoktom,IL,72242,Laptop,RED
8096,Elijah,May,39,Nise Ridge,Ahwedut,CA,02307,Desktop,WHITE
8097,Gerald,Kelly,43,Fizag Grove,Sohuzva,LA,14209,Phone,BLUE
8098,Milton,Sherman,33,Beduh Key,Icomihjuz,MO,01233,Laptop,RED
8099,Adelaide,Burke,47,Wudu Road,Bimgahzec,KY,78421,Desktop,RED
8100,Daniel,Watson,65,Kadju View,Nivirup,MN,36567,Tablet,YELLOW
8101,Sophia,Harper,38,Rejut View,Jicdusjut,ND,64614,Laptop,GREEN
8102,Carlos,Manning,33,Ific Extension,Ujijitka,ND,98050,Tablet,YELLOW
8103,Pauline,Burns,38,Uboit Road,Pashussa,MI,47422,Phone,BLUE
8104,Margaret,Dixon,32,Talnit Mill,Pogzeccu,SD,30342,Phone,RED
8105,Cody,Potter,52,Ojip River,Cejdofen,UT,88214,Laptop,BLUE
8106,Myra,Wright,38,Ilci Square,Jeeguwu,NY,31220,Misc,BLUE
8107,Ann,Marsh,57,Refvib Road,Rusgihap,NC,54683,Misc,RED
8108,Eddie,Snyder,65,Tudok View,Ojcaven,FL,97505,Tablet,YELLOW
8109,Philip,Young,50,Nokme Key,Kirehik,ME,27738,Tablet,WHITE
8110,Joseph,Gibson,28,Zezjo Mill,Oltudep,AZ,72334,Laptop,WHITE
8111,Owen,Becker,41,Sedda Road,Zurwoecu,NC,11579,Misc,BLUE
8112,Norman,Phelps,48,Ijuci Junction,Watmiges,VT,02550,Desktop,GREEN
8113,Francis,Logan,35,Heev Lane,Lajboje,WV,80009,Desktop,BLUE
8114,Loretta,Hardy,58,Ughov Mill,Bipahof,WA,21951,Tablet,RED
8115,Victor,Francis,47,Egabos Pass,Culmegco,WV,25273,Tablet,BLUE
8116,Trevor,Bennett,60,Vatfas Pike,Cinkevzuz,VT,43918,Desktop,RED
8117,Marcus,Curtis,29,Varur Extension,Ditcubjo,CO,20900,Desktop,WHITE
8118,Carrie,Hughes,37,Kotezi Square,Vugwuol,TN,13619,Tablet,GREEN
8119,Ricky,Perez,52,Muffo Avenue,Cewupmu,SC,81048,Phone,YELLOW
